1,-12.29,-31.18,-14.04,17.83,68.05,8.15,-0.4442903719003391,5.308675820812882,-0.6490307757778506,0.007233568047843253,101.66409093927358,-1.1302990519449336,-8.73,-4.35,-2.44,1.96,0.61,4.62,-5.729880661775959,-4.0640799922435145,4.01393724813499,44.486054256922536,25.971088094816036,30.558573076031564
0,-5.06,-9.67,-12.6,16.02,8.83,3.75,-0.8488327730098671,-1.1190698325504498,-0.8252833182127444,0.6301981908501175,1.7079570142306917,-0.5366514234325876,-1.87,-2.45,-2.11,2.0,1.82,1.78,0.40768916956338186,-0.2513318559445619,0.2264654120972843,0.7553147357180157,2.417079854861848,2.4315799171066095
0,6.68,-4.02,-1.85,16.88,6.93,5.81,1.3047020595827206,-0.6795041874374225,-0.25692747445519987,2.072756059584469,1.0695712410119906,-0.28985891767344274,-1.16,-0.7,-0.76,1.03,1.14,0.61,0.35819234019381174,0.8029498797358905,-0.19191589062520228,-0.21518375098277032,0.13852817231502224,-0.07504394494304067
0,6.46,-3.63,-4.33,17.95,6.35,5.8,1.4483687538986882,-0.5161945078168538,-0.6343842758847948,2.388933364085438,0.119289654765379,1.2721936804431389,-1.78,-1.02,-0.82,0.88,1.0,0.57,-0.00022271480472346757,0.7531072771622168,-0.5897700927762586,0.551009234881279,0.2902958799403965,0.6869172886018458
1,-6.51,-25.58,-22.44,15.46,6.19,4.07,-0.719723443973838,-0.9899203799908171,-1.1153638814642737,1.4316323668546964,1.3443162544937506,1.336514072482438,-3.03,-1.53,-2.62,1.03,1.26,2.89,-2.183719319437362,-0.7894065694519028,2.4214878532252255,11.545889552869248,3.2069758989516215,9.55107984524821
0,-6.38,-19.58,-11.14,16.3,5.88,5.22,-0.3950221064031612,-0.390964476469725,-0.12803139272505284,0.6307925707935129,-0.7284357262320502,-1.4475136699073792,-1.78,-1.52,-2.56,2.33,1.37,2.84,0.6194269154178587,-0.0839522811367478,-0.007221309546199223,5.269301091324881,1.1422036319714888,4.986652450865019
0,6.93,-1.22,-1.76,16.57,5.01,4.84,1.134637942186657,-0.5107533986442188,-0.1116452234835858,1.1252099821836197,-0.4700386251611697,-0.23793546046693326,-1.42,-0.74,-0.74,0.33,0.71,0.36,-0.5121314278213657,0.47796527169714875,-0.8821024977764654,-0.0315084825729528,-0.4055302991030909,0.5301316452006559
0,1.84,-4.48,-6.42,17.82,5.79,5.96,0.6015008847905599,-0.7328161172605429,-0.6032008416390059,1.4190788356933295,2.09559302745084,2.4305046865876303,-1.08,-0.69,-1.01,2.5,1.0,1.0,0.5127507135038613,0.36236660135648063,-0.1848066561883693,-0.38217433028729353,-0.7297726271526663,1.227254691336909
1,-3.96,-25.82,-24.31,17.19,12.3,13.39,0.2185809847485351,-0.33236438035770743,-0.5961865684561216,-0.03268829665983919,0.7270651580369454,2.0135577535024254,-3.85,-2.32,-2.07,2.42,1.45,4.21,-1.8999613270415998,-1.3717047691278892,2.0167370186287004,12.749450928896106,5.565008172797743,9.030835175819044
0,-2.11,-14.38,-4.94,15.88,5.0,4.13,-1.5185178540320372,-0.593430331593241,0.01985434721532054,2.1940127955248645,-0.48005911969120785,-1.1899544387094108,-1.21,-1.19,-1.7,1.74,1.08,1.54,0.593521218172829,0.05690013916650025,-0.7310737275255557,0.17454233609845726,0.23781394104108466,2.347051615618067
0,2.08,-4.42,-5.63,19.29,7.07,8.0,0.6074287869993478,-0.7789424449219358,-0.11304046425799379,3.9902450343289146,-0.2703256008589925,1.4482397720961888,-0.81,-0.77,-1.02,2.34,1.39,1.01,0.7559198254251918,0.5164373448951053,-0.1658326086557375,3.6159767640878293,0.6459542903203452,0.6943299574613868
1,-12.41,-18.56,-31.94,26.86,11.29,21.6,-0.5426444378060844,-0.648113790855123,-1.260769606472869,10.218457232736124,-0.18386360276639024,9.5942372313158,-8.53,-4.01,-3.29,7.02,4.5,4.14,-2.4755182947806946,-0.42492420936103786,2.006308475390426,24.473606493874414,16.9252791359321,9.601964217806213
0,-3.37,-17.03,-6.28,15.95,7.8,4.29,-1.0496604003419563,-0.8339496708074696,-0.5175070991646902,2.1200072302563644,-0.3641962972298214,-0.8988379360304624,-1.76,-0.74,-2.89,3.0,1.14,2.01,0.625825980091343,0.18070343097315306,-0.7940238085840078,4.813581863928096,-0.4245003147740891,4.16967910633992
0,3.89,-5.05,-2.24,31.91,6.93,7.15,1.6365583060272333,-0.6670026970765861,-0.07028709740990446,6.941116937431463,1.9456310991788213,0.0702621473199252,-1.79,-0.6,-1.01,3.5,1.24,1.33,1.0974224979044194,0.4214278284710961,-0.38853595789426204,1.794426419282126,-0.5063828688508991,1.392293358013486
0,5.37,-2.6,-7.02,25.26,7.44,6.24,1.0487382362999347,-0.1187665221741295,-1.0052542923717358,2.1198755556702196,0.1269375019073964,3.591258577331214,-1.28,-0.57,-1.28,1.49,0.83,0.6,-0.11496636478716607,0.2167232638259162,-1.171742686065399,-0.36313269024495964,-0.9070044335659273,2.399090606256431
0,6.49,-1.8,-2.33,16.73,5.39,4.95,1.4672914600128748,-0.7892704106631864,-0.222934585521182,2.6942098975952904,-0.1210999221809268,-0.43632437734427754,-1.5,-0.92,-0.82,1.53,1.21,0.75,0.2725691059753963,0.8486489551226476,0.1041726816596568,0.7871041446247475,1.3135835353872842,1.3212005703595233
0,-1.96,-9.17,-7.71,35.11,15.35,16.7,2.556842765592683,1.0958057336747296,2.290511763265298,16.076815270884417,19.46143647381828,25.825095562843583,-1.58,-0.97,-1.02,3.15,1.08,1.43,0.9305914517771168,0.16495126445022937,0.2952696782723102,2.4205143639348634,1.2784504461075201,2.668877588776642
0,7.79,-0.86,0.06,15.38,4.86,5.04,1.3678375366463849,-0.3256011325519654,0.0316766573561052,2.9495765114782486,-0.4052746080564704,-0.5047294893715164,-1.25,-0.51,-0.67,1.36,0.9,0.63,-0.47273026963665743,0.6039851549574768,-0.08720826817729284,-0.011964066208188129,0.4080968133035987,0.5340129621371124
0,6.26,-3.11,-3.24,16.12,5.79,5.04,0.7426288449830852,-0.30512427775886064,-0.7200773308845466,-0.33105885917065025,0.006700336847889066,1.2150725071650799,-1.35,-0.68,-0.78,1.01,0.77,0.61,-0.4555754445225422,0.24836518167889712,-0.6865063119815824,0.06149049480656199,-0.048407289317145,0.12631432550603217
0,6.44,-3.63,-2.86,16.84,7.45,4.27,1.2184896978121271,-0.10047752577773968,-0.2876375526498659,1.1100996822248153,0.3575212162866941,-0.09952072914584198,-1.08,-0.55,-0.79,1.71,1.41,0.7,-0.008105310576310476,0.8236698161296819,-0.6407191779896457,0.40352630985186533,0.7965243237243826,0.47102160675259075
1,-8.61,-77.19,-38.77,31.58,15.5,6.93,0.3127092200868653,-10.882350411008714,-1.3854855206748211,1.5933888238437008,148.78414871637835,7.530512896859623,-6.12,-2.0,-1.98,1.22,3.43,6.26,-3.9705008666168333,0.5011194208045735,3.820601508049837,17.9573985406286,11.034643608548901,19.66416683062356
1,-9.96,-25.93,-32.43,26.42,11.54,15.35,0.27396939662400654,-1.8157023649383885,-0.012863613165725915,0.3290971313344868,5.221910861513395,1.5269642011337545,-8.73,-3.17,-2.48,2.58,1.68,4.06,-4.0834091934884444,-1.1610678993200552,1.1548521004686514,27.1584500911663,3.6332887619790553,4.820672728989007
0,-8.82,-15.17,-10.67,14.68,7.16,4.24,-1.563970483303541,-1.83900486186767,-1.0920537330137972,2.3338246600176156,3.8636927169459874,-0.2220919628388338,-1.91,-1.9,-2.06,1.92,2.29,2.01,-0.06889746853179811,-0.021588454143931353,-0.9350549529365474,0.7621894171153376,3.9257638641745185,3.829863852108512
1,-1.53,-52.76,-6.71,23.11,5.52,15.95,0.41135736308037274,-1.7492638695142557,0.4967428736415486,0.6677162822885756,10.803473198484173,6.67663304824263,-5.87,-1.65,-1.66,3.85,4.12,2.99,-2.129118525034484,3.112272866600509,2.547910900282616,16.663993655623862,20.287827978665828,8.269485068479403
0,-2.57,-17.46,-3.11,17.18,4.74,5.65,-0.278583586297015,-0.31368844907242344,-0.25960077371834056,-0.1419186383185913,-1.4929657252707822,-0.959263615456734,-1.64,-0.69,-2.32,2.96,1.06,1.73,0.7842675503414763,0.4206349386097631,-0.7792876590248256,0.7911813010141207,0.3116210844614189,1.9088194494203385
1,1.24,-4.87,-63.89,19.66,7.35,5.36,1.172279730737156,-0.35787362682077073,-1.6273708578472814,0.0538697219653006,0.6899211208809075,0.6623184244830465,-0.63,-2.71,-0.71,4.37,1.29,4.03,1.322767878300835,-2.3589816948649633,2.735986589052977,0.15293298028916036,10.637396911096067,11.92039331249934
0,7.87,-3.19,-5.49,13.61,2.86,0.2,1.4419280362745566,1.6442271102849224,-0.022928263519314932,6.005763458833046,4.01323988964162,0.6327440756036729,-0.84,-0.56,-0.53,0.96,0.5,0.54,0.6132341775130706,-0.22320196020436242,-0.09235380804767608,0.338690474036242,0.5613799553926277,0.43629763340819094
0,6.23,-4.05,-6.8,16.09,5.41,0.6,1.4923348739768898,0.8968687121675951,-0.6296782581968632,3.1642188208956155,0.010787150630240827,0.17655151946673842,-0.88,-1.2,-0.83,1.69,1.11,0.76,0.7908274777697567,-0.5964284536579965,0.09304573064152052,1.5976498251482818,1.376748898048441,0.7554312937797572
0,-0.55,-16.15,-29.81,29.4,15.64,5.02,1.7626146754795593,0.8901942266004877,-3.5553697596037726,6.6428463150496935,17.348678529572407,23.081398827253903,-2.51,-4.57,-1.46,4.49,1.25,2.38,-0.1802084264261885,-3.2372722747653,1.37128165178171,0.02939358111354018,23.33059724984182,5.7851102164222254
0,-1.91,-8.92,-16.62,40.46,17.69,5.21,2.0948511476139338,2.5248474644625523,-1.2785305313696214,14.554256412655658,13.113945581199388,7.461148085988976,-2.62,-1.91,-1.54,3.26,1.91,2.41,0.4263621936708814,0.5131878235325238,0.17248488801128464,0.7530298830827222,6.553349821938115,2.945354322631938
0,-0.76,-9.0,-28.21,32.6,10.69,3.68,1.9334382892628204,0.8974613907662209,-3.8651851096423195,9.500910356901032,6.69262114732169,26.3590284158816,-1.98,-3.34,-1.09,3.16,2.83,3.13,0.2505273765704228,-1.586909610845097,1.5726947154901543,-0.5945301756240342,22.36166352999096,6.702296160445028
0,-1.26,-4.76,-9.59,23.77,19.21,1.01,0.899709263194196,2.330149757553673,-0.46149944790202785,5.4259804222416435,11.051487455156016,0.48243450457536596,-1.88,-1.99,-1.33,2.54,1.33,1.12,-0.3355971182273364,-1.0892634632575267,-0.3399687183175352,0.7410732103719972,3.610722360166629,0.8200444837614196
0,6.43,-5.43,-7.21,14.74,6.17,0.25,0.9884480353103187,0.948721528371468,-0.2572086228311514,1.9040768024539911,1.9996178378108578,0.03290771436116824,-2.82,-0.95,-1.61,2.76,1.12,1.15,0.573383286547069,0.03735208186778323,-0.9745168915664066,1.003476605001171,2.3306249626234177,2.1812080162062655
0,4.48,-5.71,-8.83,16.34,6.72,1.71,0.6912159012289883,0.42969104105103273,-0.6892315295117509,0.5436229885850672,0.41917830002358425,0.11723795076408372,-2.15,-1.44,-0.94,2.02,0.72,0.85,0.09778978444979632,-0.8528858956590624,-0.04095403895134422,-0.6801165026398146,0.8246753112031162,-0.6074795185202935
0,4.91,-4.5,-7.47,20.89,6.14,0.38,1.0279735771769691,0.2652857757654586,-0.6995204411850294,1.0768517403615956,-0.0992249425910603,-0.27389097350890257,-1.76,-1.27,-0.55,1.4,0.74,1.05,-0.14797879864282257,-0.8145924359129688,0.7466761377056157,-0.8375628495670333,0.33771175517466956,0.4179217579731831
0,5.47,-6.52,-7.88,18.38,8.96,0.47,0.8532635434362152,0.8918127304662162,-0.21403837496074238,0.9728952128049424,1.9807205813859188,-0.44003249399702016,-2.46,-1.06,-1.37,2.38,0.78,1.05,-0.3720292378249203,-0.9152523725129154,0.03649802870753716,0.4845842845809334,0.9455158524264573,0.3912262852449375
0,-2.81,-19.31,-38.57,41.96,23.31,8.22,1.2607887471743227,-0.4412386832300051,-2.0962170891489595,1.060279289931132,3.433566463985775,7.155687369247506,-6.82,-4.49,-2.54,4.97,4.96,5.04,-0.040001890092981725,0.58955512727087,1.947497934696401,2.0359649676733556,9.900942148938006,6.846704036434211
0,-2.26,-11.33,-17.85,33.46,28.51,7.75,0.9943649179855778,1.5225646087743891,-1.1166025839108586,4.993002451062631,10.880772160505263,5.47077184197361,-3.36,-2.9,-2.32,6.62,1.9,2.63,0.8454871154094781,-0.9221478917693329,-0.21869084711526202,2.5655887255024767,4.757212419406492,3.147110911118575
0,2.46,-5.7,-9.62,18.91,9.17,1.22,0.40550249665287547,0.9204287633424708,-0.6039080169969342,-0.23631728927311402,1.0483527016247907,0.6423191297462938,-2.4,-0.9,-1.01,2.46,1.45,0.93,0.05660192060771289,0.40257610018711387,-0.04763095913693721,-0.12720197284933255,0.34174723926624084,-0.1831018882628599
0,3.02,-5.75,-8.68,19.99,7.87,1.14,0.46594350603729473,0.7516012469631939,-0.3738330319445164,-0.15237505684193886,0.7898052710064363,-0.3613843543333326,-2.52,-1.15,-0.97,1.78,1.33,0.69,-0.3713881840924446,0.0076049420559099355,-0.20136049341187653,-0.18943607549752484,0.5973416047501008,-0.2966487013793926
0,0.35,-22.94,-32.0,40.55,9.23,4.02,2.3681065048905325,-0.5336717968571872,-4.336948532278174,19.90680887607838,4.062540666925002,39.08646031316943,-2.46,-6.98,-1.89,3.27,1.88,2.71,-0.04771151403732633,-2.9074779138333007,0.6951115942997861,-0.44374419509045016,20.938843627905456,5.784229585130342
0,1.31,-13.27,-15.43,17.44,3.75,12.69,1.0761191843312314,-0.3553438598831786,0.48420337585003476,0.8640092120513092,4.490867491564855,2.2927413733712108,-4.38,-2.84,-2.73,3.88,3.05,2.46,0.23167253911236615,0.9738301493210576,0.8133527012438584,4.291301191688689,9.5290451787099,6.022665271971141
0,4.19,-16.18,-12.28,19.72,10.23,6.86,0.6780252591043701,-0.14094147447242442,-0.5537971777021787,0.4031992159988831,2.4968484741893207,2.229382757504454,-6.92,-1.91,-1.79,2.55,2.84,0.84,-1.0834752984699652,-0.08577208382247838,-0.8103838063583115,4.751738896441456,4.690264264549532,2.976664236909622
0,-1.39,-9.74,-21.96,30.96,14.77,3.68,0.6922250186255526,0.47842986333912646,-2.3908690771310193,1.8615003764647655,1.699736924124668,11.123171751039763,-2.81,-1.4,-1.16,4.23,1.46,1.42,0.5024602121179469,-0.3327238118608624,-0.2876166709422015,0.5954947100984467,0.5371358920027935,0.13596090906344038
0,5.28,-5.66,-6.76,17.02,7.83,0.83,0.3792690180893448,1.0159169515214341,-0.47764761753878615,-0.7528669567499895,1.3694345573248068,-0.17479316907432674,-2.27,-1.14,-0.55,1.85,0.62,0.67,-0.29985261534838814,-0.7336395491781895,0.17937348170856146,0.18608736259737313,0.2319861203434712,-0.9496904142428173
0,-0.26,-9.49,-17.39,35.46,7.14,2.59,1.6566860268788681,0.21930809471123486,-1.891063301472349,7.163487288401562,1.8333136747626604,9.14462185148784,-2.98,-1.81,-0.94,2.24,1.02,2.02,-0.42404553030069086,-0.6956498188497958,0.6862390972407366,0.40384929426730354,1.30837200555637,2.50705922314759
0,1.02,-9.16,-18.76,25.08,9.5,10.72,1.0531786811873012,0.27429023140500786,-1.1382227244861556,1.1828820801875546,1.960504326669632,5.879127096317333,-2.08,-1.94,-0.83,2.16,1.51,1.29,0.25940501988532044,-1.0093221056672124,0.2043190013331684,0.2375671907798722,2.2727811831561864,0.7088675183891628
0,0.48,-15.06,-22.87,34.62,9.58,8.18,1.4435791957680273,-1.0690129721712553,-2.047998393936038,3.017842782412986,5.095215271521003,9.79617633715499,-2.6,-1.81,-1.21,3.47,1.84,1.82,0.6916452812917503,-0.39866454837866727,0.7348602915714274,1.5728155668335821,1.2169061982616292,2.4625703990108665
0,-0.59,-12.6,-22.89,35.18,12.84,5.47,1.7648530027162266,0.09872139355758007,-2.6500636393942507,6.494504640364179,5.677147084860126,14.063002851030458,-2.94,-1.77,-0.86,3.24,1.4,1.81,0.21899064563838375,-0.9783902766313616,0.5692455809902716,1.0135728494601848,2.624336264822495,1.0953167264415589
0,-0.01,-36.79,-20.11,45.26,14.17,7.29,2.244184233702343,-2.7435102437066776,-2.245226876174391,9.04509353898258,24.676197266569748,10.24802767748607,-4.54,-2.64,-1.87,5.19,2.23,3.22,0.6734214430300919,-0.7870992284254043,1.2745943613358686,4.705925534048596,7.397133242960782,12.081472402049714
0,4.64,-5.56,-6.77,17.22,9.85,1.45,0.17834802497648003,0.7629036564126842,-0.43278321052413316,-0.9706967444535666,1.0700615480608135,-0.7363863146293688,-1.83,-0.96,-0.6,1.93,0.57,0.79,0.32465337146555706,-0.7837360706008264,0.2819350209441893,0.045287877330671744,0.31922273221524167,-0.9415630230241527
1,-9.48,-12.74,-10.3,14.92,29.25,14.78,-0.8592685934018047,0.9896526511164753,1.2356693861318566,1.0982451202468502,1.949207885544145,3.5706145709400277,-6.51,-1.75,-3.82,5.13,2.64,2.98,-1.425082449599164,1.1300772118981781,-1.8509314331357203,23.725566072042163,13.107205554604814,9.956342555753858
1,-11.32,-11.14,-32.73,16.0,30.6,12.07,-0.47018796981382327,0.8479311048301809,-1.0355936985754277,0.1254140671379651,0.9589914494066765,8.56006912832272,-7.91,-2.48,-3.32,6.0,4.53,3.22,-0.7405762100762315,1.0961434485650352,-0.23634440429068224,8.473651103896469,18.125099896397792,3.363734431884671
0,-7.69,-8.71,-11.0,23.27,16.88,10.76,0.29264503976447465,0.11078701797796978,0.7250214643830041,1.5749664228110705,-1.6697296184861963,5.403219238927473,-5.0,-2.86,-2.58,6.61,1.69,3.67,0.41595273695578877,-1.7528173238920743,1.012263016286604,16.851233718373017,8.670996375069446,10.012228745124428
0,-1.12,-19.49,-22.25,38.02,6.17,2.45,1.7091560758182336,-0.3245838390151495,-2.454535352412242,8.483236172195936,5.647224455225233,13.197919960242722,-3.61,-2.96,-1.3,8.73,1.38,2.83,1.4770528565301724,-1.7773777794368697,1.1105625371460057,12.087639832032238,14.666234500643231,3.9902811153398323
0,5.43,-6.52,-7.26,14.94,5.17,1.05,0.5310635672645211,0.736395964796736,-0.10329529789496002,-0.19085992170929122,1.6374122802322866,0.2770340029608924,-2.2,-0.88,-0.56,1.9,1.53,0.55,-0.3439109654975171,0.49397511399566935,0.04728186137181275,1.0086886314740324,2.8027450818804205,-0.7114206129748828
0,3.98,-7.84,-8.31,17.17,6.45,3.77,0.25250800725787076,0.6315978608850598,-0.030653772120724926,-0.5315716832621282,1.4136164066370824,1.4494581120590668,-3.11,-2.85,-1.26,2.26,1.59,1.25,-0.23876933663820332,-0.8778107164996178,-0.07838428799899216,0.6599136663393228,10.976422014075135,0.3681216780924901
0,4.69,-7.18,-6.83,14.04,5.09,0.37,0.1531411899618174,0.9060069422044702,-0.26139759268550555,-1.0724455764386869,1.6678997387476588,-0.524547247293345,-2.56,-0.62,-0.75,2.02,1.03,0.89,-0.6377789767653015,0.6383226329423793,0.20268273931674846,1.4382385248195435,1.502212065436881,-0.35062275107163465
0,5.1,-6.57,-7.18,14.02,4.22,0.32,0.5830756332481298,0.9462840689742744,0.1464485819028949,0.18786755536640332,2.1678715977814482,-0.25454344441349663,-2.22,-0.84,-1.11,2.26,0.74,0.8,-0.20166722543866175,-0.158924297486653,-0.4809268008524408,0.5234467190898444,0.06587245624648563,0.6083399609508757
0,5.94,-6.43,-7.72,17.79,3.28,0.3,1.1167639742682072,-0.007466602245873652,-0.5383706276915251,0.9759494057889118,0.3001521056978773,0.2414954636374853,-1.53,-0.94,-0.48,1.06,0.85,0.86,-0.051470020345082856,-0.6599002220826475,0.19511907061702324,-0.4786125830464334,-0.3047964972668975,-0.32023401081428204
0,5.27,-6.72,-7.27,17.42,4.42,0.91,0.7499951569420888,0.2161472498993321,-0.30516229983944954,-0.14288323135216308,0.1583193798014122,-0.39852163766802917,-1.91,-1.26,-0.75,1.7,1.09,1.04,0.04847710126551087,-0.5931219934607214,0.29303747873176705,0.15334188949443295,0.2733818189757087,-0.2525068268082218
0,4.66,-7.26,-6.49,16.82,4.35,1.41,0.3527163018627777,0.4459002096778555,-0.024398013346877356,-0.31558081925529224,0.09035336048993559,-0.48526830166494195,-2.23,-0.97,-0.83,1.71,0.84,0.8,-0.3898401895242699,-0.25739222455025246,-0.029025945058185575,0.3200736895046865,-0.4138065126026933,-0.3269922735646218
1,-9.96,-5.26,-12.99,15.73,29.97,10.35,-0.742620411833392,0.7141486807523865,2.561634092801635,1.1537721508425225,0.4823277968488444,15.423703183764893,-3.35,-3.98,-4.85,7.08,2.62,3.48,2.964864156655228,-2.447294362875158,-2.180367740117566,25.635508992920705,34.441121053997215,11.119199264373254
1,-12.33,-7.4,-8.56,22.9,26.13,13.59,-0.26214503400863576,0.336344365800503,1.0438206941475325,2.445253102687734,-0.7755115889210558,2.9198254530167134,-3.77,-2.96,-4.54,4.6,1.27,5.49,-0.1817986938637331,-1.3672959549835793,-0.03938790751105406,3.7757295713457903,8.329220417328205,6.117729546894198
0,-4.55,-10.68,-8.77,14.2,19.16,5.4,-0.5081279375563114,0.3565224661366849,0.12050114736258044,2.975320699881822,-1.3984054360704943,-0.7531599762035786,-3.9,-1.31,-2.85,2.75,0.99,2.77,-0.8096721818334627,-0.2376410317142029,-0.16269475416615378,7.132507109596361,0.6695298442402886,5.181802866013072
1,-8.22,-9.52,-25.18,21.6,25.93,10.6,-0.6693713222611836,0.43893518123429687,-3.0880222764213467,5.959672765164234,-0.7027859237046457,30.349890359157534,-5.25,-5.38,-4.64,8.73,3.55,3.17,2.38663645164004,-0.9264750231160995,-2.3737175643958137,38.71560614390943,25.794692997775535,13.657640330688228
0,-4.48,-12.69,-13.57,22.06,22.7,4.99,0.17680765795472814,1.7769402095877718,-0.2661546914581023,4.242705357452258,2.471441012174872,3.4943233792344923,-2.88,-3.08,-2.86,3.99,1.84,4.35,0.22933608422552915,-0.14030082473240707,2.1300726729978656,5.7912592929065525,2.7444846743684925,17.38733474103644
